Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
KURIR SF EXPRESS DC BLITAR,PT Finfleet Teknologi Indonesia,Blitar,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84214320?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab dan Tugas Kurir- Menjemput paket dari pengirim atau gudang ekspedisi. - Mengirimkan paket atau barang ke alamat penerima dengan tepat dan akurat. - Bertanggung jawab untuk menjaga informasi rahasia seperti data pengirim atau penerima barang. - Menerima pembayaran dan transaksi Cash on Delivery (COD).
- Usia: 18-45 tahun- Minimal pendidikan: Tidak ada minimal pendidikan- Jenis kelamin: Pria/Wanita- Lokasi: Berada pada provinsi Jawa Timur - Pengalaman: Tidak harus memiliki pengalaman bekerja"
Field Sales Coordinator - Rubber,PT Jiva Agriculture Indonesia,Bandar Lampung,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/78604099?type=standard&ref=search-standalone,Logo not available,"KUALIFIKASI UMUM:Lulusan D3 - S1 Pertanian, Teknik Pertanian, Agrobisnis, dan sejenisnya menjadi poin plus.Berpengalaman min. 6 bulan sebagai Sales di supply chain management, pertanian, retail distributor, & FMCG.Lancar berbahasa Indonesia dan berbahasa daerah.Bersedia ditempatkan di salah satu wilayah di Lampung.Diutamakan yang berdomisili di Lampung.Memahami penggunaan teknologi berbasis internet (seperti aplikasi sosial media, website, dsb).PERAN DAN TANGGUNG JAWAB:Merekrut Lapak.Melakukan training terkait sistem aplikasi Jiva kepada Mitra dan memastikan mereka mampu menggunakan aplikasi Jiva.Memastikan setiap transaksi petani dijalankan melalui aplikasi Jiva.Menyediakan materi pemasaran dan komunikasi untuk event pemasaran guna meningkatkan kesadaran merk, loyalitas, dan partisipasi di platform Jiva (mis. marketing event dan acara pasca panen)."
Field Sales Coordinator Rubber - South Sumatera,PT Jiva Agriculture Indonesia,Palembang,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/78604079?type=standard&ref=search-standalone,Logo not available,"KUALIFIKASI UMUM:Lulusan D3 - S1 Pertanian, Teknik Pertanian, Agrobisnis, dan sejenisnya menjadi poin plus.Berpengalaman min. 6 bulan sebagai Sales di supply chain management, pertanian, retail distributor, & FMCG.Lancar berbahasa Indonesia dan berbahasa daerah.Bersedia ditempatkan di salah satu wilayah di sumatra selatan.Diutamakan yang berdomisili di Sumatra selatan.Memahami penggunaan teknologi berbasis internet (seperti aplikasi sosial media, website, dsb).PERAN DAN TANGGUNG JAWAB:Merekrut Lapak.Melakukan training terkait sistem aplikasi Jiva kepada Mitra dan memastikan mereka mampu menggunakan aplikasi Jiva.Memastikan setiap transaksi petani dijalankan melalui aplikasi Jiva.Menyediakan materi pemasaran dan komunikasi untuk event pemasaran guna meningkatkan kesadaran merk, loyalitas, dan partisipasi di platform Jiva (mis. marketing event dan acara pasca panen)."
KURIR (Sprinter ) JNT EXPRESS JAKARTA BARAT,PT Finfleet Teknologi Indonesia,Kalideres,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84294444?type=standard&ref=search-standalone,Logo not available,"JOB DESK- Mematuhi Dan Menjalankan Aturan Keselamatan Berkendara- Melakukan Pengantaran Paket/Parcel Sampai Ke Customer Tepat Waktu- Bertanggung Jawab Atas Keamanan Paket Yang Dibawa- Melakukan Penyelesaian Pengantaran Melalui Aplikasi Sesuai Prosedur- Mampu Mengikuti Semua Aturan Yang Berlaku Termasuk Pencapaian Target, Pengembalian Barang, Jadwal Kerja, DLL- Berkomitmen, Jujur, Dan AmanahBENEFIT:- Insentif Perpaket- JKK & JKM- JENJANG KARIRKUALIFIKASI :- Usia Min. 18 Tahun Max 45 Tahun- Memiliki HP Android (Min RAM 3GB)- Memiliki Rekening Bank Pribadi a/n Pribadi
- Usia: 18-45 tahun- Minimal pendidikan: Tidak ada minimal pendidikan- Jenis kelamin: Pria/Wanita - Lokasi: Berada pada Kota Adm. Jakarta Barat- Pengalaman: Tidak harus memiliki pengalaman bekerja"
KURIR SF EXPRESS BOGOR,PT Finfleet Teknologi Indonesia,Bogor,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84455349?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab dan Tugas Kurir- Menjemput paket dari pengirim atau gudang ekspedisi. - Mengirimkan paket atau barang ke alamat penerima dengan tepat dan akurat. - Bertanggung jawab untuk menjaga informasi rahasia seperti data pengirim atau penerima barang. - Menerima pembayaran dan transaksi Cash on Delivery (COD).
- Usia: 18-45 tahun- Minimal pendidikan: SMP- Jenis kelamin: Pria/Wanita- Lokasi: Seluruh Indonesia- Pengalaman: Tidak harus memiliki pengalaman bekerja"
Sales (live Streaming),Kawan Lama Group,Surabaya,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/83643167?type=standard&ref=search-standalone,Logo not available,"Gambaran PekerjaanDengan memanfaatkan perkembangan teknologi digital dan sosial media, Anda akan menyiapkan konsep, produk, dan materi untuk pelaksanaan live streaming selling dan berkoordinasi dengan department lainnya di store. Selain itu, Anda juga akan membuat schedule daily kegiatan dari tim online serta perencanaan jadwal live streaming selling dan konten sosial media sesuai dengan prosedur yang berlaku guna mencapai target yang telah ditetapkan perusahaan.KualifikasiUsia maksimal 28 tahun.Pendidikan minimal D3/S1 segala jurusan.Aktif menggunakan sosial media.Diutamakan memiliki pengalaman dalam bidang Social Media Marketing.Skill yang DibutuhkanSelling SkillMenguasai Penggunaan Media Sosial"
Sales (Live Streaming),Kawan Lama Group,Kalideres,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84143455?type=standard&ref=search-standalone,Logo not available,"DescriptionDengan memanfaatkan perkembangan teknologi digital dan sosial media, Anda akan menyiapkan konsep, produk, dan materi untuk pelaksanaan live streaming selling dan berkoordinasi dengan department lainnya di store. Selain itu, Anda juga akan membuat schedule daily kegiatan dari tim online serta perencanaan jadwal live streaming selling dan konten sosial media sesuai dengan prosedur yang berlaku guna mencapai target yang telah ditetapkan perusahaan.Job Requirement• Usia maksimal 28 tahun.• Pendidikan minimal D3/S1 segala jurusan.• Aktif menggunakan sosial media.• Diutamakan memiliki pengalaman dalam bidang Social Media Marketing.Skill yang Dibutuhkan• Selling Skill• Menguasai Penggunaan Media Sosial""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
Fullstack Developer,PT Indocyber Global Teknologi,Pulo Gadung,Not specified,Kontrak/Temporer,22 jam yang lalu,https://id.jobstreet.com/id/job/84697219?type=standard&ref=search-standalone,Logo not available,"Job DescriptionKey Responsibilities:- Develop, test, and maintain scalable web applications and services.- Optimize applications for maximum speed and scalability.- Implement security and data protection measures.- Troubleshoot, debug, and upgrade existing software/web- Write clean, maintainable, and efficient code.- Participate in code reviews and contribute to a collaborative team environmentMinimum QualificationsLocation:Placement in one of our clients inSouth Jakarta(Banking Company)Working System:Full WFOEmployment Contract:PKWT/Contract(12 months)Job Requirements:- Bachelor's Degree (S1) or Associate's Degree (D3) in Computer Sceince, Informatics Engineering, Information System, or any other related majors- Minimum 1,5 years of experience as Software Developer- Has experience with NodeJS, NextJS, PHP, Laravel- Available to join ASAP or 1 month notice"
Business Development,PT INTI NYA TEKNOLOGI,Jakarta Utara,Rp 4.000.000 – Rp 5.500.000 per month,Full time,15 jam yang lalu,https://id.jobstreet.com/id/job/84698327?type=standard&ref=search-standalone,Logo not available,Deskripsi Pekerjaan :- Menganalisa dan mengembangkan area pembukaan store perusahaan- Melakukan negosiasi dan kerjasama dengan klien / Vendor- Maintenance hubungan dengan partner bisnisKualifikasi :- Pendidikan min D3/S1- Pengalaman bekerja di bidang terkait- Pengalaman dalam membangun strategi penjualan- Pengalaman dalam mengurus kerja sama dalam opening store- Terorganisir dan berorientasi pada detail- Bersedia bekerja secara mobile (WFA)- Memiliki SIM A dan atau SIM C
Sales Executive – IT & Software Solutions,Hexa Quantum Teknologi,Sawah Besar,Rp 5.500.000 – Rp 7.000.000 per month,Kontrak/Temporer,20 jam yang lalu,https://id.jobstreet.com/id/job/84694801?type=standard&ref=search-standalone,Logo not available,"🔍 What You'll Do:Develop and manage B2B sales opportunities for IT hardware and software solutionsApproach and maintain relationships with SME and corporate clientsDeliver compelling product presentations and solutions to decision-makersAchieve sales targets and contribute to overall growth strategyCollaborate with internal teams to ensure seamless execution and support✅ What We're Looking For:Max 35 years oldMinimum 2 years of experience in selling IT products and/or softwareStrong client base in SMEs or corporates is a big plusMinimum education D3/S1, preferably in Business, Marketing, or ITExcellent communication and negotiation skills – both written and verbalEnglish proficiency (spoken and written) is a strong plusTarget-driven and proactive in finding leads and closing dealsSelf-motivated and able to work both independently and in a teamProfessional attitude and strong work ethicSend your CV and short intro to:[email protected]Let’s grow together and bring IT solutions to every business in Indonesia."
PIC Content Creator,PT CHUCHU TEKNOLOGI INDONESIA,Kalideres,Not specified,Full time,1 hari yang lalu,https://id.jobstreet.com/id/job/84713649?type=standard&ref=search-standalone,Logo not available,"Membuat rekaman video pendek iklan TiktokMengedit rekaman video pendek iklan TiktokMembuat script video, copywriting dan dubbing di TiktokMahir mengedit dengan menggunakan canva, dan capcut Melakukan pengeditan desain grafisMenjadi talent saat pembuatan video pendek perusahaanQualifications :WAJIB Berbahasa MandarinPria, Usia Maksimal 29 tahunBerpengalaman dalam bidangnya minimal 1 tahun lebih diutamakanMahir dalam desain grafis lebih diutamakanMahir dalam penggunaan canva dan capcut diutamakanBisa berbahasa Inggris dan atau Mandarin menjadi poin plus dan diutamakanBersedia untuk mengerjakan tugas secara deadlineSiap Ditempatkan di daerah Gedung Panjang, Tambora Jakarta Barat untuk Onsite
- Pria/Wanita- Berpengalaman - SMA/SMK- 18 - 29 Tahun- Kandidat wajib upload foto- Terima kandidat dari mana saja"
Manager Legal and Perizinan,PT. Yetoya Solusi Indonesia,Jakarta Timur,Not specified,Kontrak/Temporer,1 hari yang lalu,https://id.jobstreet.com/id/job/84683488?type=standard&ref=search-standalone,Logo not available,"obdesk Manager Legal dan Perizinan:Jobdesk1. Mengawasi dan mengelola tim legal dan perizinan.2. Mengembangkan dan mengimplementasikan strategi hukum dan perizinan perusahaan.3. Mengelola dan memantau proses perizinan perusahaan.4. Mengidentifikasi dan menganalisis risiko hukum dan perizinan perusahaan.5. Mengembangkan dan mengimplementasikan kebijakan hukum dan perizinan perusahaan.6. Mengkoordinasikan dengan tim terkait untuk memastikan kepatuhan perusahaan terhadap peraturan hukum dan perizinan.7. Mengelola dan memantau kontrak dan perjanjian perusahaan.Kualifikasi1. Sarjana (S1) dalam bidang Hukum atau bidang terkait.2. Pengalaman kerja minimal 5-7 tahun di bidang hukum atau perizinan, dengan pengalaman manajerial.3. Pengetahuan tentang hukum perusahaan, perizinan, dan peraturan terkait.4. Kemampuan analisis dan pengelolaan risiko hukum dan perizinan.Keterampilan1. Kemampuan kepemimpinan dan manajemen tim.2. Kemampuan analisis dan pengelolaan data hukum dan perizinan.3. Kemampuan komunikasi yang baik dengan tim perusahaan dan pihak eksternal.4. Kemampuan negosiasi dan penyelesaian sengketa.Tujuan1. Mengelola proses hukum dan perizinan perusahaan dengan efektif dan efisien.2. Meningkatkan kepatuhan perusahaan terhadap peraturan hukum dan perizinan.3. Mengurangi risiko hukum dan perizinan perusahaan.Manager Legal dan Perizinan berperan penting dalam memastikan perusahaan mematuhi peraturan hukum dan perizinan, serta mengelola risiko hukum dan perizinan perusahaan"
Full Stack Engineer - Jakarta,PT Varnion Technology Semesta,Jakarta Selatan,Not specified,Full time,20 jam yang lalu,https://id.jobstreet.com/id/job/84694774?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab UtamaMerancang, membangun, dan mengimplementasikan solusi perangkat lunak yang memenuhi kebutuhan bisnis klienMengembangkan dan memelihara aplikasi web dan seluler yang andal, dapat diskalakan, dan amanBerkolaborasi dengan tim desain, produk, dan bisnis untuk menerjemahkan persyaratan menjadi solusi teknologi yang inovatifMengevaluasi dan memilih teknologi dan alat terbaik untuk menyelesaikan tantangan teknisMenerapkan praktik terbaik dalam hal keamanan, dokumentasi, dan pengujian perangkat lunakMembantu dalam pemecahan masalah teknis dan mencari solusi kreatifKeterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanGelar sarjana atau setara di bidang Ilmu Komputer, Teknik Perangkat Lunak, atau disiplin ilmu terkaitMinimal 2 tahun pengalaman sebagai Full Stack Engineer atau peran serupaMahir dalam pengembangan aplikasi web menggunakan teknologi seperti React, Angular, atau Vue.jsPengalaman dalam pengembangan aplikasi seluler menggunakan React Native, Flutter, atau platform serupaPengetahuan mendalam tentang bahasa pemrograman seperti JavaScript, Python, atau JavaMemahami konsep dan praktik terbaik dalam pengembangan perangkat lunak, termasuk metode AgileKemampuan untuk bekerja secara kolaboratif dalam tim lintas-fungsional"
Sales Supervisor,PT Qjob Saka Gemilang,Bogor,Not specified,Kontrak/Temporer,15 jam yang lalu,https://id.jobstreet.com/id/job/84714162?type=standard&ref=search-standalone,Logo not available,"-Berpengalaman dalam dunia provider/ telekomunikasi- Menyapa dan membantu pelanggan- Menanggapi pertanyaan dan keluhan pelanggan- Mengarahkan dan mengawasi karyawan yang terlibat dalam penjualan, mengambil inventaris, mendamaikan penerimaan kas, atau dalam melakukan layanan untuk pelanggan- Memantau aktivitas penjualan untuk memastikan bahwa pelanggan menerima layanan yang memuaskan dan barang berkualitas- Memantau persediaan stok dan memesan ulang bila perlu- Menginstruksikan staf tentang cara menangani penjualan yang sulit atau rumit- Memenuhi tujuan keuangan dengan menyiapkan anggaran tahunan; penjadwalan pengeluaran; menganalisis varians dan memulai tindakan korektif- Merumuskan kebijakan harga dan akurasi- Menghadiri pameran dagang untuk mengidentifikasi produk dan layanan baru- Melatih, menasihati, merekrut, melatih, dan mendisiplinkan karyawan- Menyetujui kontrak dengan vendor- Memanfaatkan teknologi informasi untuk mencatat angka penjualan untuk analisis data
- Pria/Wanita- Berpengalaman- Diploma- 25 - 40 Tahun- Kandidat wajib upload foto- Kota sesuai penempatan kerja (Kota Bogor)"
Project Manager - Banking Industry,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,Not specified,Kontrak/Temporer,1 hari yang lalu,https://id.jobstreet.com/id/job/84690596?type=standard&ref=search-standalone,Logo not available,Min 3 years experience as PM of IT Project in banking industryExperience in handling Wealth Management system and Loan systemStrong knowledge and skill in running Waterfall projectExperience in agile project is an advantage
Sales Canvas (Merchant Success Executive),Tech Service,Kota Bengkulu,Rp 3.000.000 – Rp 4.000.000 per month,Kontrak/Temporer,1 hari yang lalu,https://id.jobstreet.com/id/job/84661855?type=standard&ref=search-standalone,Logo not available,"BukuWarung sedang mencariSales Canvassing (Merchant Success Executive)yang berpengalaman untuk bergabung dengan tim kami.Tanggung Jawab UtamaMembangun dan memelihara hubungan yang erat dengan pedagang yang ditugaskan, bertindak sebagai mitra strategis untuk membantu mereka mencapai tujuan bisnisMemahami kebutuhan, tantangan, dan peluang pedagang, lalu menyediakan solusi dan rekomendasi yang disesuaikanMemberikan pelatihan, dukungan, dan bimbingan untuk memastikan pedagang dapat dengan mudah menggunakan produk dan layanan kamiMengidentifikasi peluang penjualan silang dan lintas penjualan, lalu mengembangkan strategi untuk mendorong pertumbuhanMenganalisis data dan metrik kunci untuk mengidentifikasi peluang peningkatan, lalu mengembangkan rencana tindakan yang selarasBerkolaborasi dengan tim lain seperti pemasaran, layanan pelanggan, dan pengembangan produk untuk memberikan pengalaman terbaik bagi pedagangKeterampilan dan Kualifikasi yang DibutuhkanGelar sarjana dalam bidang Bisnis, Pemasaran, atau bidang terkaitMinimal 3 tahun pengalaman dalam peran Keberhasilan Pelanggan, Manajemen Akun, atau bidang serupa di industri teknologi/e-commercePemahaman yang mendalam tentang solusi pembayaran digital, teknologi e-commerce, dan tren industriKemampuan untuk memahami kebutuhan dan tantangan pedagang serta mengembangkan solusi yang disesuaikanKeterampilan komunikasi dan presentasi yang sangat baik, dengan kemampuan untuk berinteraksi dengan pemangku kepentingan di semua tingkatanBerorientasi pada hasil, berpikir kreatif, dan kemampuan memecahkan masalah yang kuatKemampuan untuk bekerja secara efektif dalam lingkungan yang bergerak cepat dan multitaskingManfaat Bekerja di Tech ServicePaket kompensasi yang kompetitif, termasuk gaji tetap, bonus, dan tunjangan menarikKesempatan untuk berkembang secara profesional melalui pelatihan dan program pengembangan karierLingkungan kerja yang kolaboratif, inovatif, dan berpusat pada karyawanBudaya yang mendorong keseimbangan kehidupan-kerja, termasuk fleksibilitas jam kerjaAkses ke fasilitas dan layanan yang dirancang untuk mendukung kesejahteraan karyawanTertarik untuk bergabung dengan kami?Lamar sekaranguntuk peran ini yang menarik dan penuh tantangan."
